banana	dummy	0
lion	dummy	0
airplane	dummy	0
coffee	dummy	0
straw	dummy	0
steel	dummy	0
ice	dummy	0
fire	dummy	0
democracy	dummy	0
promotion	dummy	0
disappointment	dummy	0
celebration	dummy	0
sugary	dummy	0
stressful	dummy	0
rewarding	dummy	0
modern	dummy	0
beer	dummy	0
yacht	dummy	0
forgiveness	dummy	0
lawyer	dummy	0
alcoholic	dummy	0
poisonous	dummy	0
dummy	dummy	0
bananas	dummy	0
banana	dummy	0
scooters	dummy	0
scooter	dummy	0
carrots	dummy	0
carrot	dummy	0
dog	dummy	0
pub	dummy	0
door	dummy	0
window	dummy	0
surprise	dummy	0
clay	dummy	0
straw	dummy	0
