dummy	noble	0
dummy	chemotherapeutic	0
dummy	cosmetic	0
dummy	popular	0
dummy	nonverbal	0
dummy	aprotic	0
dummy	local	0
dummy	severe	0
dummy	informal	0
dummy	gaseous	0
dummy	sharp	0
dummy	industrial	0
dummy	automotive	0
dummy	behavioral	0
dummy	common	0
dummy	essential	0
dummy	physical	0
dummy	oral	0
dummy	personal	0
dummy	hard	0
dummy	technological	0
dummy	pharmacological	0
dummy	traumatic	0
dummy	administrative	0
dummy	potential	0
dummy	abiotic	0
dummy	small	0
dummy	open	0
dummy	basic	0
dummy	exotic	0
dummy	whole	0
dummy	mechanical	0
dummy	environmental	0
dummy	supplementary	0
dummy	large	0
dummy	consumable	0
dummy	natural	0
dummy	voluntary	0
dummy	renewable	0
dummy	sophisticated	0
dummy	somatic	0
dummy	fresh	0
dummy	international	0
dummy	notable	0
dummy	cellular	0
dummy	municipal	0
dummy	strong	0
dummy	financial	0
dummy	good	0
dummy	big	0
dummy	authentic	0
dummy	analytical	0
dummy	advanced	0
dummy	regular	0
dummy	real	0
dummy	exogenous	0
dummy	global	0
dummy	heavy	0
dummy	adventurous	0
dummy	economic	0
dummy	geographic	0
dummy	biotic	0
dummy	instrumental	0
dummy	sensitive	0
dummy	medical	0
dummy	complex	0
dummy	optional	0
dummy	conventional	0
dummy	capitalist economic	0
dummy	effective	0
dummy	national	0
dummy	delicious	0
dummy	athletic	0
dummy	lignocellulosic	0
dummy	italian	0
dummy	active	0
dummy	abnormal	0
dummy	political	0
dummy	intangible	0
dummy	unauthorized	0
dummy	social	0
dummy	healthy	0
dummy	temporary	0
dummy	electrochemical	0
dummy	western	0
dummy	metamorphic	0
dummy	unforeseen	0
dummy	traditional financial	0
dummy	external	0
dummy	modern	0
dummy	controversial	0
dummy	pituitary	0
dummy	literary	0
dummy	addictive	0
dummy	disposable	0
dummy	diagnostic	0
dummy	instructional	0
dummy	positive	0
dummy	famous	0
dummy	synthetic	0
dummy	graphic	0
dummy	new	0
dummy	extractive	0
dummy	desirable	0
dummy	third	0
dummy	valuable	0
dummy	traditional	0
dummy	commercial	0
dummy	typical	0
dummy	aliphatic	0
dummy	beneficial	0
dummy	quiet	0
dummy	ablative	0
dummy	dynamic	0
dummy	durable	0
dummy	nutritional	0
dummy	southern	0
dummy	african	0
dummy	regional	0
dummy	residential	0
dummy	undesirable	0
dummy	organic	0
dummy	electronic	0
dummy	parasitic	0
dummy	observable	0
dummy	endogenous	0
dummy	scientific	0
dummy	customary	0
dummy	paramagnetic	0
dummy	electrical	0
dummy	elastic	0
dummy	unpleasant	0
dummy	physicochemical	0
dummy	geographical	0
dummy	assistive	0
dummy	functional	0
dummy	soluble	0
dummy	nice	0
dummy	horticultural	0
dummy	inertial	0
dummy	critical	0
dummy	suitable	0
dummy	interactive	0
dummy	clinical	0
dummy	hazardous	0
dummy	great	0
